Географические координаты,Глубина землетрясений,Магнитуда,Тип грунта,Геологические структуры,История землетрясений,Активные сейсмические зоны,Распределение активностей,Глубина пластов,Тектонические движения,Сейсмогенные процессы,Интервал времени,Погодные условия,Сейсмографические данные,Эпицентры,Подготовленность,Геодинамические процессы
"46.95293741367235, 143.78557761852323",44.525948720796436,5.0,Гравий,Ложе реки,Высокая,Нет,Равномерное,2,Сдвиговые,Тектонические,77,Снег,Не доступны,Не установлены,Средняя,Активные
"53.40766356521964, 95.73288959775942",18.19047106320274,4.3,Глина,Плато,Высокая,Да,Неравномерное,1,Вертикальные,Вулканические,56,Солнечно,Не доступны,Не установлены,Высокая,Пассивные
"69.6663665591262, 136.28721562309715",14.09276159635634,2.4,Глина,Плато,Высокая,Да,Равномерное,4,Сдвиговые,Вулканические,93,Снег,Доступны,Установлены,Высокая,Пассивные
"79.54875746320953, 116.70829845023849",82.90961224592641,5.2,Скала,Плато,Низкая,Нет,Неравномерное,9,Сдвиговые,Тектонические,53,Дождь,Доступны,Установлены,Высокая,Активные
"11.878033351767245, 148.79861995096132",90.1940273605107,6.2,Песок,Равнина,Высокая,Да,Неравномерное,6,Сдвиговые,Волнообразные,37,Солнечно,Доступны,Установлены,Средняя,Активные
"87.07670712167852, -166.02641205544376",83.42778204923592,5.7,Песок,Ложе реки,Высокая,Нет,Неравномерное,7,Горизонтальные,Тектонические,59,Солнечно,Доступны,Установлены,Средняя,Активные
"39.74512243762021, -134.14700980286884",62.943298981476815,1.5,Песок,Равнина,Высокая,Нет,Неравномерное,6,Сдвиговые,Тектонические,74,Солнечно,Доступны,Установлены,Низкая,Активные
"30.699831315338376, 9.196403803455041",11.913028884774574,6.9,Гравий,Гора,Низкая,Да,Равномерное,7,Сдвиговые,Вулканические,34,Снег,Не доступны,Не установлены,Низкая,Активные
"50.188733989851265, 128.0474324755699",69.95783898792418,2.6,Глина,Плато,Средняя,Да,Неравномерное,7,Сдвиговые,Тектонические,9,Снег,Не доступны,Установлены,Высокая,Активные
"1.3350726894265807, 144.4078485177027",31.14468529520038,7.0,Скала,Ложе реки,Высокая,Нет,Равномерное,10,Сдвиговые,Волнообразные,60,Солнечно,Не доступны,Установлены,Высокая,Пассивные
"30.66450563162377, -85.09436909738673",93.16539817380433,5.6,Глина,Ложе реки,Низкая,Нет,Равномерное,2,Сдвиговые,Тектонические,30,Солнечно,Не доступны,Установлены,Средняя,Активные
"11.664244786717221, -5.972463517480747",26.1080329458456,4.9,Глина,Равнина,Низкая,Да,Неравномерное,4,Горизонтальные,Тектонические,51,Дождь,Доступны,Установлены,Низкая,Активные
"18.395552043641274, 31.036328360270574",18.26162470205829,5.6,Песок,Гора,Низкая,Да,Равномерное,7,Вертикальные,Тектонические,45,Пасмурно,Не доступны,Не установлены,Средняя,Активные
"41.20852540890688, 165.33339489754673",79.48123762276897,2.5,Песок,Плато,Низкая,Да,Равномерное,1,Сдвиговые,Волнообразные,82,Солнечно,Не доступны,Установлены,Средняя,Пассивные
"45.24906108370316, -28.324995513301303",44.908057272913524,1.7,Гравий,Гора,Низкая,Нет,Неравномерное,5,Вертикальные,Волнообразные,23,Солнечно,Не доступны,Установлены,Низкая,Активные
"13.278541479974345, -104.03516253229192",47.134253174874104,1.3,Песок,Плато,Высокая,Нет,Равномерное,2,Вертикальные,Тектонические,48,Солнечно,Не доступны,Установлены,Средняя,Пассивные
"89.2909766927873, -160.91223544614016",89.8416372842068,1.8,Гравий,Равнина,Высокая,Да,Неравномерное,2,Сдвиговые,Тектонические,18,Снег,Не доступны,Установлены,Средняя,Активные
"5.616305456629911, -41.033929480107844",52.272536611250345,6.0,Скала,Ложе реки,Средняя,Нет,Равномерное,7,Сдвиговые,Тектонические,1,Снег,Доступны,Не установлены,Низкая,Активные
"52.52036022523601, -164.0201229607485",77.14628954487199,4.3,Глина,Гора,Высокая,Да,Равномерное,6,Сдвиговые,Волнообразные,62,Пасмурно,Доступны,Установлены,Низкая,Пассивные
"26.389756619059092, -63.18997938063521",62.717640240506945,3.6,Глина,Ложе реки,Средняя,Да,Равномерное,1,Сдвиговые,Вулканические,96,Дождь,Не доступны,Установлены,Низкая,Пассивные
"47.039384622479396, 102.08082018296517",97.89495268597642,3.9,Глина,Равнина,Низкая,Нет,Неравномерное,10,Сдвиговые,Волнообразные,99,Снег,Доступны,Не установлены,Низкая,Активные
"62.833955756061805, -176.3838473286252",84.63486418870178,4.2,Глина,Равнина,Средняя,Да,Неравномерное,1,Горизонтальные,Тектонические,37,Дождь,Не доступны,Установлены,Низкая,Активные
